fighter_1,fighter_2,result,event,event_date,event_year,f1_age,f1_avg_body_landed,f1_avg_clinch_landed,f1_avg_distance_landed,f1_avg_ground_landed,f1_avg_head_landed,f1_avg_leg_landed,f1_avg_reversals,f1_avg_sig_str_landed,f1_avg_sig_str_received,f1_avg_sub_attempts,f1_avg_td_landed,f1_avg_td_received,f1_ctrl_time_differential,f1_days_inactive,f1_dec_rate,f1_elo,f1_exp_ratio,f1_finish_rate,f1_height_in,f1_kd_differential,f1_ko_rate,f1_lose_streak,f1_momentum,f1_reach_in,f1_recent_win_rate,f1_sig_str_accuracy,f1_sig_str_defense,f1_southpaw,f1_striking_volume,f1_sub_rate,f1_td_accuracy,f1_td_defense,f1_total_fights,f1_win_rate,f1_win_streak,f2_age,f2_avg_body_landed,f2_avg_clinch_landed,f2_avg_distance_landed,f2_avg_ground_landed,f2_avg_head_landed,f2_avg_leg_landed,f2_avg_reversals,f2_avg_sig_str_landed,f2_avg_sig_str_received,f2_avg_sub_attempts,f2_avg_td_landed,f2_avg_td_received,f2_ctrl_time_differential,f2_days_inactive,f2_dec_rate,f2_elo,f2_exp_ratio,f2_finish_rate,f2_height_in,f2_kd_differential,f2_ko_rate,f2_lose_streak,f2_momentum,f2_reach_in,f2_recent_win_rate,f2_sig_str_accuracy,f2_sig_str_defense,f2_southpaw,f2_striking_volume,f2_sub_rate,f2_td_accuracy,f2_td_defense,f2_total_fights,f2_win_rate,f2_win_streak,delta_age,delta_avg_body_landed,delta_avg_clinch_landed,delta_avg_distance_landed,delta_avg_ground_landed,delta_avg_head_landed,delta_avg_leg_landed,delta_avg_reversals,delta_avg_sig_str_landed,delta_avg_sig_str_received,delta_avg_sub_attempts,delta_avg_td_landed,delta_avg_td_received,delta_ctrl_time_differential,delta_days_inactive,delta_dec_rate,delta_elo,delta_exp_ratio,delta_finish_rate,delta_height_in,delta_kd_differential,delta_ko_rate,delta_lose_streak,delta_momentum,delta_reach_in,delta_recent_win_rate,delta_sig_str_accuracy,delta_sig_str_defense,delta_southpaw,delta_striking_volume,delta_sub_rate,delta_td_accuracy,delta_td_defense,delta_total_fights,delta_win_rate,delta_win_streak
Ricky Glenn,Phillipe Nover,1,UFC 208: Holm vs. De Randamie,2017-02-11,2017,27.835728952772072,10.0,6.0,48.0,4.0,43.0,5.0,0.0,58.0,144.0,0.0,0.0,3.0,-421.0,147.0,0.0,1486.569403173053,0.14285714285714285,0.0,72.0,0.0,0.0,1,0.0,70.0,0.0,0.3717948717948718,0.4838709677419355,1.0,202.0,0.0,0.0,0.6666666666666667,1,0.0,0,33.02395619438741,6.666666666666667,4.833333333333333,13.166666666666666,0.8333333333333334,9.166666666666666,3.0,0.3333333333333333,18.833333333333332,29.0,0.6666666666666666,1.0,3.5,-179.83333333333331,140.0,1.0,1464.761373957983,0.8571428571428571,0.0,69.0,0.0,0.0,2,0.033333333333333354,72.0,0.2,0.31741573033707865,0.5682382133995036,0.0,47.83333333333333,0.0,0.3157894736842105,0.2222222222222222,6,0.16666666666666666,0,-5.188227241615337,3.333333333333333,1.166666666666667,34.833333333333336,3.1666666666666665,33.833333333333336,2.0,-0.3333333333333333,39.16666666666667,115.0,-0.6666666666666666,-1.0,-0.5,-241.16666666666669,7,-1.0,21.808029215069837,-0.7142857142857142,0.0,3,0.0,0.0,-1,-0.033333333333333354,-2.0,-0.2,0.054379141457793156,-0.08436724565756815,1.0,154.16666666666669,0.0,-0.3157894736842105,0.44444444444444453,-5,-0.16666666666666666,0
Randy Brown,Belal Muhammad,0,UFC 208: Holm vs. De Randamie,2017-02-11,2017,26.598220396988363,5.5,11.0,12.5,4.5,19.0,3.5,0.0,28.0,22.25,0.75,0.75,1.25,-48.0,64.0,0.3333333333333333,1531.3672734376144,0.5714285714285714,0.6666666666666666,75.0,0.25,0.3333333333333333,0,0.0,78.0,0.75,0.4686192468619247,0.5435897435897437,0.0,50.25,0.3333333333333333,0.3333333333333333,0.8076923076923077,4,0.75,2,28.594113620807665,2.3333333333333335,1.6666666666666667,41.666666666666664,5.333333333333333,42.666666666666664,3.6666666666666665,0.0,48.666666666666664,54.0,0.0,1.6666666666666667,0.0,96.33333333333331,91.0,0.0,1488.2596241382812,0.42857142857142855,1.0,71.0,-1.3333333333333333,1.0,1,0.0,72.0,0.3333333333333333,0.40782122905027934,0.5221238938053097,0.0,102.66666666666666,0.0,0.4166666666666667,0.0,3,0.3333333333333333,0,-1.9958932238193015,3.1666666666666665,9.333333333333334,-29.166666666666664,-0.833333333333333,-23.666666666666664,-0.16666666666666652,0.0,-20.666666666666664,-31.75,0.75,-0.9166666666666667,1.25,-144.33333333333331,-27,0.3333333333333333,43.10764929933316,0.14285714285714285,-0.33333333333333337,4,1.5833333333333333,-0.6666666666666667,-1,0.0,6.0,0.4166666666666667,0.060798017811645344,0.021465849784434,0.0,-52.41666666666666,0.3333333333333333,-0.08333333333333337,0.8076923076923077,1,0.4166666666666667,2
Santiago Ponzinibbio,Nordine Taleb,1,UFC Fight Night: Lewis vs. Browne,2017-02-19,2017,30.401095140314855,3.857142857142857,2.0,34.42857142857143,1.0,28.857142857142858,4.714285714285714,0.0,37.42857142857143,39.285714285714285,0.0,0.14285714285714285,1.4285714285714286,-64.28571428571429,197.0,0.4,1564.7321274916976,0.5833333333333334,0.6,72.0,0.2857142857142857,0.6,0,0.08571428571428574,73.0,0.8,0.4055727554179567,0.6367239101717306,0.0,76.71428571428572,0.0,0.16666666666666666,0.6,7,0.7142857142857143,3,35.696098562628336,9.2,5.0,23.4,10.2,23.4,6.0,0.0,38.6,18.4,0.0,2.6,0.8,232.2,351.0,0.75,1546.7311856112417,0.4166666666666667,0.25,73.0,0.2,0.25,0,0.0,74.0,0.8,0.5710059171597633,0.7041800643086817,0.0,57.0,0.0,0.7647058823529411,0.6923076923076923,5,0.8,1,-5.295003422313481,-5.342857142857142,-3.0,11.028571428571432,-9.2,5.457142857142859,-1.2857142857142856,0.0,-1.1714285714285708,20.885714285714286,0.0,-2.4571428571428573,0.6285714285714286,-296.48571428571427,-154,-0.35,18.000941880455912,0.16666666666666669,0.35,-1,0.08571428571428569,0.35,0,0.08571428571428574,-1.0,0.0,-0.16543316174180667,-0.06745615413695116,0.0,19.714285714285722,0.0,-0.5980392156862745,-0.09230769230769231,2,-0.08571428571428574,2
Alex Ricci,Paul Felder,0,UFC Fight Night: Lewis vs. Browne,2017-02-19,2017,34.5845311430527,16.0,15.0,13.0,0.0,7.0,5.0,0.0,28.0,27.0,0.0,0.0,5.0,-583.0,176.0,0.0,1484.0,0.125,0.0,71.0,0.0,0.0,1,0.0,,0.0,0.4666666666666667,0.619718309859155,0.0,55.0,0.0,0.0,0.6428571428571428,1,0.0,0,32.82135523613963,9.428571428571429,8.285714285714286,28.714285714285715,7.428571428571429,24.0,11.0,0.0,44.42857142857143,40.0,0.42857142857142855,0.42857142857142855,2.0,-62.28571428571429,148.0,0.5,1523.566513976457,0.875,0.5,71.0,0.0,0.25,1,-0.17142857142857137,70.0,0.4,0.4174496644295302,0.5130434782608695,0.0,84.42857142857143,0.25,0.375,0.6216216216216216,7,0.5714285714285714,0,1.7631759069130695,6.571428571428571,6.7142857142857135,-15.714285714285715,-7.428571428571429,-17.0,-6.0,0.0,-16.42857142857143,-13.0,-0.42857142857142855,-0.42857142857142855,3.0,-520.7142857142857,28,-0.5,-39.56651397645692,-0.75,-0.5,0,0.0,-0.25,0,0.17142857142857137,0.0,-0.4,0.04921700223713649,0.1066748315982855,0.0,-29.42857142857143,-0.25,-0.375,0.021235521235521193,-6,-0.5714285714285714,0
Thiago Santos,Jack Marshman,1,UFC Fight Night: Lewis vs. Browne,2017-02-19,2017,33.11978097193703,3.7777777777777777,4.666666666666667,9.222222222222221,2.6666666666666665,7.0,5.777777777777778,0.0,16.555555555555557,11.88888888888889,0.0,0.1111111111111111,0.5555555555555556,-44.55555555555555,148.0,0.2,1524.7220400458266,0.9,0.8,74.0,0.4444444444444445,0.8,2,0.0444444444444444,76.0,0.6,0.46417445482866043,0.6397306397306397,0.0,28.444444444444446,0.0,0.2,0.7222222222222222,9,0.5555555555555556,0,27.170431211498972,7.0,0.0,32.0,10.0,33.0,2.0,0.0,42.0,36.0,0.0,0.0,3.0,-256.0,92.0,0.0,1518.1567832945889,0.1,1.0,72.0,2.0,1.0,0,0.0,73.0,1.0,0.46153846153846156,0.5662650602409638,0.0,78.0,0.0,0.0,0.0,1,1.0,1,5.949349760438061,-3.2222222222222223,4.666666666666667,-22.77777777777778,-7.333333333333334,-26.0,3.7777777777777777,0.0,-25.444444444444443,-24.11111111111111,0.0,0.1111111111111111,-2.4444444444444446,211.44444444444446,56,0.2,6.565256751237712,0.8,-0.19999999999999996,2,-1.5555555555555556,-0.19999999999999996,2,0.0444444444444444,3.0,-0.4,0.002635993290198868,0.07346557948967591,0.0,-49.55555555555556,0.0,0.2,0.7222222222222222,8,-0.4444444444444444,-1
Johny Hendricks,Hector Lombard,1,UFC Fight Night: Lewis vs. Browne,2017-02-19,2017,33.440109514031484,3.6,11.15,27.2,4.35,29.4,9.7,0.0,42.7,47.55,0.3,3.45,0.75,182.65,51.0,0.5714285714285714,1606.2463058331625,0.6666666666666666,0.42857142857142855,69.0,0.35000000000000003,0.42857142857142855,3,-0.49999999999999994,69.0,0.2,0.4671772428884026,0.5365497076023391,1.0,90.25,0.0,0.4825174825174825,0.6052631578947368,20,0.7,0,39.04722792607803,3.8,5.4,18.5,7.8,25.7,2.2,0.0,31.7,38.3,0.5,1.5,0.5,98.0,260.0,0.3333333333333333,1496.5028024755015,0.3333333333333333,0.6666666666666666,69.0,0.5,0.6666666666666666,3,0.10000000000000003,71.0,0.4,0.45611510791366905,0.49869109947643975,1.0,70.0,0.0,0.5769230769230769,0.8148148148148149,10,0.3,0,-5.607118412046546,-0.19999999999999973,5.75,8.7,-3.45,3.6999999999999993,7.499999999999999,0.0,11.000000000000004,9.25,-0.2,1.9500000000000002,0.25,84.65,-209,0.23809523809523808,109.74350335766098,0.3333333333333333,-0.23809523809523808,0,-0.14999999999999997,-0.23809523809523808,0,-0.6,-2.0,-0.2,0.011062134974733573,0.03785860812589936,0.0,20.25,0.0,-0.09440559440559437,-0.20955165692007804,10,0.39999999999999997,0
Ryan Janes,Gerald Meerschaert,0,UFC Fight Night: Lewis vs. Browne,2017-02-19,2017,35.49623545516769,15.0,5.0,75.0,2.0,55.0,12.0,1.0,82.0,61.0,0.0,0.0,2.0,127.0,72.0,1.0,1516.0,0.5,0.0,75.0,0.0,0.0,0,0.0,76.0,1.0,0.38317757009345793,0.6369047619047619,0.0,143.0,0.0,0.0,0.6,1,1.0,1,29.17453798767967,1.0,3.0,8.0,3.0,13.0,0.0,0.0,14.0,5.0,1.0,0.0,1.0,26.0,72.0,0.0,1515.2785629276566,0.5,1.0,73.0,0.0,0.0,0,0.0,77.0,1.0,0.4117647058823529,0.75,1.0,19.0,1.0,0.0,0.0,1,1.0,1,6.321697467488022,14.0,2.0,67.0,-1.0,42.0,12.0,1.0,68.0,56.0,-1.0,0.0,1.0,101.0,0,1.0,0.7214370723434058,0.0,-1.0,2,0.0,0.0,0,0.0,-1.0,0.0,-0.02858713578889499,-0.11309523809523814,-1.0,124.0,-1.0,0.0,0.6,0,0.0,0
Derrick Lewis,Travis Browne,1,UFC Fight Night: Lewis vs. Browne,2017-02-19,2017,32.03285420944559,3.2,5.7,4.1,13.8,20.0,0.4,0.1,23.6,8.1,0.0,0.4,2.2,-128.39999999999998,72.0,0.125,1589.0302506540418,0.4,0.875,75.0,0.0,0.875,0,0.19999999999999996,79.0,1.0,0.5488372093023256,0.474025974025974,0.0,31.700000000000003,0.0,0.3333333333333333,0.5686274509803921,10,0.8,5,34.59548254620123,4.733333333333333,3.066666666666667,13.466666666666667,6.4,14.733333333333333,3.466666666666667,0.0,22.933333333333334,33.06666666666667,0.13333333333333333,0.6666666666666666,0.26666666666666666,-4.466666666666669,162.0,0.1111111111111111,1581.7006048931894,0.6,0.8888888888888888,78.0,-0.13333333333333336,0.7777777777777778,2,-0.19999999999999996,79.0,0.4,0.4066193853427896,0.43184421534937,0.0,56.0,0.1111111111111111,0.7142857142857143,0.8333333333333334,15,0.6,0,-2.562628336755644,-1.5333333333333332,2.6333333333333333,-9.366666666666667,7.4,5.2666666666666675,-3.066666666666667,0.1,0.6666666666666679,-24.96666666666667,-0.13333333333333333,-0.2666666666666666,1.9333333333333336,-123.93333333333331,-90,0.013888888888888895,7.329645760852372,-0.19999999999999996,-0.01388888888888884,-3,0.13333333333333336,0.09722222222222221,-2,0.3999999999999999,0.0,0.6,0.14221782395953603,0.04218175867660401,0.0,-24.299999999999997,-0.1111111111111111,-0.380952380952381,-0.26470588235294124,-5,0.20000000000000007,5
Randa Markos,Carla Esparza,1,UFC Fight Night: Lewis vs. Browne,2017-02-19,2017,31.529089664613277,2.4,4.2,30.4,4.8,32.2,4.8,0.2,39.4,46.4,0.4,1.2,1.4,-16.0,183.0,1.0,1485.1354466874884,0.625,0.0,64.0,0.0,0.0,1,0.0,63.0,0.4,0.3832684824902724,0.615257048092869,0.0,85.8,0.0,0.2727272727272727,0.5,5,0.4,0,29.363449691991786,6.666666666666667,4.666666666666667,6.0,14.0,18.0,0.0,0.0,24.666666666666668,35.666666666666664,0.3333333333333333,3.6666666666666665,0.3333333333333333,253.33333333333334,302.0,0.5,1517.471055359896,0.375,0.5,61.0,0.0,0.0,0,0.0,63.0,0.6666666666666666,0.4805194805194805,0.5136363636363637,0.0,60.33333333333333,0.5,0.3548387096774194,0.8333333333333334,3,0.6666666666666666,1,2.1656399726214914,-4.2666666666666675,-0.4666666666666668,24.4,-9.2,14.200000000000003,4.8,0.2,14.73333333333333,10.733333333333334,0.06666666666666671,-2.466666666666667,1.0666666666666667,-269.33333333333337,-119,0.5,-32.33560867240749,0.25,-0.5,3,0.0,0.0,1,0.0,0.0,-0.2666666666666666,-0.09725099802920811,0.1016206844565053,0.0,25.46666666666667,-0.5,-0.08211143695014667,-0.33333333333333337,2,-0.2666666666666666,-1
Elias Theodorou,Cezar Ferreira,1,UFC Fight Night: Lewis vs. Browne,2017-02-19,2017,28.722792607802873,14.6,9.0,22.8,12.2,22.0,7.4,0.0,44.0,24.2,0.0,1.8,1.4,155.8,246.0,0.5,1544.349365738757,0.3333333333333333,0.5,73.0,0.0,0.5,0,0.0,75.0,0.8,0.39497307001795334,0.5040983606557377,0.0,68.2,0.0,0.2903225806451613,0.41666666666666663,5,0.8,1,32.01095140314853,4.6,0.7,13.1,3.1,10.1,2.2,0.0,16.9,17.0,0.2,1.6,0.0,176.2,92.0,0.7142857142857143,1558.258465905956,0.6666666666666666,0.2857142857142857,73.0,-0.3,0.0,0,-0.09999999999999998,78.0,0.6,0.3976470588235294,0.5696202531645569,1.0,33.9,0.2857142857142857,0.6956521739130435,1.0,10,0.7,3,-3.288158795345659,10.0,8.3,9.700000000000001,9.1,11.9,5.2,0.0,27.1,7.199999999999999,-0.2,0.19999999999999996,1.4,-20.399999999999977,154,-0.2142857142857143,-13.909100167199085,-0.3333333333333333,0.2142857142857143,0,0.3,0.5,0,0.09999999999999998,-3.0,0.20000000000000007,-0.0026739888055760663,-0.06552189250881923,-1.0,34.300000000000004,-0.2857142857142857,-0.40532959326788215,-0.5833333333333334,-5,0.10000000000000009,-2
Stephen Thompson,Tyron Woodley,0,UFC 209: Woodley vs. Thompson 2,2017-03-04,2017,34.05886379192334,11.0,4.6,39.7,3.3,31.1,5.5,0.1,47.6,32.3,0.0,0.5,0.6,2.4000000000000057,112.0,0.375,1617.3766589720515,0.35714285714285715,0.625,72.0,0.6000000000000001,0.625,1,0.0,75.0,0.8,0.449480642115203,0.5832258064516129,0.0,79.9,0.0,0.5,0.7857142857142857,10,0.8,0,34.90759753593429,9.333333333333334,8.88888888888889,10.777777777777779,5.222222222222222,12.444444444444445,3.111111111111111,0.0,24.88888888888889,24.944444444444443,0.3888888888888889,1.1111111111111112,0.16666666666666666,73.72222222222223,112.0,0.35714285714285715,1672.5936427883196,0.6428571428571429,0.6428571428571428,69.0,0.4444444444444444,0.42857142857142855,1,-0.1777777777777778,74.0,0.6,0.49557522123893805,0.6071741032370954,0.0,49.83333333333333,0.21428571428571427,0.45454545454545453,0.9189189189189189,18,0.7777777777777778,0,-0.8487337440109499,1.666666666666666,-4.28888888888889,28.922222222222224,-1.9222222222222225,18.65555555555556,2.388888888888889,0.1,22.711111111111112,7.355555555555554,-0.3888888888888889,-0.6111111111111112,0.43333333333333335,-71.32222222222222,0,0.01785714285714285,-55.21698381626811,-0.28571428571428575,-0.017857142857142794,3,0.15555555555555567,0.19642857142857145,0,0.1777777777777778,1.0,0.20000000000000007,-0.04609457912373505,-0.023948296785482492,0.0,30.066666666666677,-0.21428571428571427,0.04545454545454547,-0.13320463320463316,-8,0.022222222222222254,0
David Teymur,Lando Vannata,1,UFC 209: Woodley vs. Thompson 2,2017-03-04,2017,27.84120465434634,4.0,0.0,30.0,2.0,12.5,15.5,0.0,32.0,10.5,0.0,0.5,0.0,-6.5,210.0,0.0,1531.263693206478,0.5,1.0,69.0,1.0,1.0,0,0.0,73.0,1.0,0.5203252032520326,0.6612903225806452,1.0,42.5,0.0,0.5,1.0,2,1.0,2,24.971937029431896,7.0,1.0,22.0,2.0,14.5,3.5,0.0,25.0,38.5,0.0,0.0,0.0,35.0,84.0,0.0,1507.9556177918203,0.5,1.0,69.0,1.0,1.0,0,0.0,71.0,0.5,0.352112676056338,0.41666666666666663,0.0,63.5,0.0,0.0,0.0,2,0.5,1,2.8692676249144426,-3.0,-1.0,8.0,0.0,-2.0,12.0,0.0,7.0,-28.0,0.0,0.5,0.0,-41.5,126,0.0,23.30807541465765,0.0,0.0,0,0.0,0.0,0,0.0,2.0,0.5,0.16821252719569457,0.2446236559139786,1.0,-21.0,0.0,0.5,1.0,0,0.5,1
Tyson Pedro,Paul Craig,1,UFC 209: Woodley vs. Thompson 2,2017-03-04,2017,25.462012320328544,1.0,0.0,4.0,0.0,0.0,3.0,0.0,4.0,3.0,1.0,2.0,0.0,188.0,98.0,0.0,1529.860114141141,0.5,1.0,75.0,-1.0,0.0,0,0.0,79.0,1.0,0.5714285714285714,0.5714285714285714,0.0,7.0,1.0,1.0,0.0,1,1.0,1,29.267624914442163,9.0,12.0,14.0,5.0,21.0,1.0,0.0,31.0,16.0,3.0,1.0,1.0,-75.0,77.0,0.0,1534.0695628618132,0.5,1.0,75.0,0.0,0.0,0,0.0,76.0,1.0,0.6326530612244898,0.33333333333333337,0.0,47.0,1.0,0.5,0.6666666666666667,1,1.0,1,-3.8056125941136187,-8.0,-12.0,-10.0,-5.0,-21.0,2.0,0.0,-27.0,-13.0,-2.0,1.0,-1.0,263.0,21,0.0,-4.209448720672299,0.0,0.0,0,-1.0,0.0,0,0.0,3.0,0.0,-0.061224489795918435,0.23809523809523803,0.0,-40.0,0.0,0.5,-0.6666666666666667,0,0.0,0
Darren Elkins,Mirsad Bektic,1,UFC 209: Woodley vs. Thompson 2,2017-03-04,2017,32.799452429842574,6.866666666666666,6.6,15.6,13.2,27.133333333333333,1.4,0.0,35.4,21.466666666666665,1.1333333333333333,2.2666666666666666,0.6,237.26666666666665,224.0,0.8181818181818182,1595.7161043375277,0.7894736842105263,0.18181818181818182,70.0,0.0,0.18181818181818182,0,0.06666666666666676,71.0,0.8,0.3595125253893026,0.5959849435382685,0.0,56.86666666666666,0.0,0.37777777777777777,0.25,15,0.7333333333333333,3,26.04517453798768,1.0,0.5,8.75,16.75,25.0,0.0,0.25,26.0,8.5,0.5,2.75,0.0,380.75,147.0,0.5,1559.8270347644768,0.21052631578947367,0.5,68.0,0.25,0.25,0,0.0,70.0,1.0,0.4622222222222222,0.7384615384615385,0.0,34.5,0.25,0.6111111111111112,1.0,4,1.0,4,6.754277891854894,5.866666666666666,6.1,6.85,-3.5500000000000007,2.133333333333333,1.4,-0.25,9.399999999999999,12.966666666666665,0.6333333333333333,-0.4833333333333334,0.6,-143.48333333333335,77,0.31818181818181823,35.88906957305085,0.5789473684210527,-0.3181818181818182,2,-0.25,-0.06818181818181818,0,0.06666666666666676,1.0,-0.19999999999999996,-0.10270969683291958,-0.14247659492327003,0.0,22.36666666666666,-0.25,-0.2333333333333334,-0.75,11,-0.2666666666666667,-1
Luke Sanders,Iuri Alcantara,0,UFC 209: Woodley vs. Thompson 2,2017-03-04,2017,31.225188227241617,0.5,0.0,12.0,1.0,10.5,2.0,0.0,13.0,8.0,0.5,0.0,0.5,-8.5,412.0,0.0,1532.4417015111471,0.125,1.0,66.0,0.5,0.5,0,0.0,67.0,1.0,0.5416666666666666,0.5897435897435898,1.0,21.0,0.5,0.0,0.0,2,1.0,2,36.580424366872,7.357142857142857,2.857142857142857,16.214285714285715,8.357142857142858,18.928571428571427,1.1428571428571428,0.07142857142857142,27.428571428571427,21.142857142857142,0.5,1.0,1.8571428571428572,-127.71428571428572,147.0,0.5555555555555556,1566.8618409406147,0.875,0.4444444444444444,69.0,0.2857142857142857,0.3333333333333333,0,-0.04285714285714293,71.0,0.6,0.4794007490636704,0.5218093699515347,1.0,48.57142857142857,0.1111111111111111,0.7,0.5806451612903225,14,0.6428571428571429,1,-5.355236139630385,-6.857142857142857,-2.857142857142857,-4.214285714285715,-7.357142857142858,-8.428571428571427,0.8571428571428572,-0.07142857142857142,-14.428571428571427,-13.142857142857142,0.0,-1.0,-1.3571428571428572,119.21428571428572,265,-0.5555555555555556,-34.420139429467554,-0.75,0.5555555555555556,-3,0.2142857142857143,0.16666666666666669,0,0.04285714285714293,-4.0,0.4,0.06226591760299621,0.06793421979205505,0.0,-27.57142857142857,0.3888888888888889,-0.7,-0.5806451612903225,-12,0.3571428571428571,1
Luis Henrique,Marcin Tybura,0,UFC 209: Woodley vs. Thompson 2,2017-03-04,2017,23.534565366187543,2.3333333333333335,2.0,5.666666666666667,11.0,15.666666666666666,0.6666666666666666,0.0,18.666666666666668,14.0,1.0,2.6666666666666665,0.0,400.33333333333337,105.0,0.0,1516.7023986633528,0.6,1.0,74.0,-0.3333333333333333,0.0,0,0.0,74.0,0.6666666666666666,0.5333333333333333,0.5483870967741935,0.0,32.66666666666667,1.0,0.42105263157894735,1.0,3,0.6666666666666666,2,31.315537303216974,8.0,6.0,25.5,0.0,20.5,3.0,0.0,31.5,24.0,0.0,0.5,0.0,-80.0,210.0,0.0,1500.1206982981141,0.4,1.0,75.0,0.5,1.0,0,0.0,78.0,0.5,0.38650306748466257,0.7159763313609467,0.0,55.5,0.0,0.3333333333333333,1.0,2,0.5,1,-7.780971937029431,-5.666666666666666,-4.0,-19.833333333333332,11.0,-4.833333333333334,-2.3333333333333335,0.0,-12.833333333333332,-10.0,1.0,2.1666666666666665,0.0,480.33333333333337,-105,0.0,16.581700365238703,0.19999999999999996,0.0,-1,-0.8333333333333333,-1.0,0,0.0,-4.0,0.16666666666666663,0.14683026584867076,-0.16758923458675323,0.0,-22.83333333333333,1.0,0.08771929824561403,0.0,1,0.16666666666666663,1
Rashad Evans,Daniel Kelly,0,UFC 209: Woodley vs. Thompson 2,2017-03-04,2017,37.440109514031484,3.391304347826087,5.608695652173913,13.565217391304348,7.173913043478261,20.73913043478261,2.217391304347826,0.043478260869565216,26.347826086956523,28.130434782608695,0.0,2.608695652173913,0.6521739130434783,152.91304347826087,322.0,0.5882352941176471,1658.8287982641725,0.7931034482758621,0.4117647058823529,72.0,-0.043478260869565216,0.4117647058823529,2,-0.3391304347826086,75.0,0.4,0.3778054862842893,0.642738818332413,0.0,54.47826086956522,0.0,0.46875,0.6875,23,0.7391304347826086,0,39.34017796030116,2.0,3.3333333333333335,25.333333333333332,9.166666666666666,33.5,2.3333333333333335,0.0,37.833333333333336,41.166666666666664,0.16666666666666666,1.6666666666666667,0.5,116.0,98.0,0.6,1574.3174980927872,0.20689655172413793,0.4,72.0,-0.16666666666666666,0.2,0,-0.033333333333333326,70.0,0.8,0.40754039497307004,0.6583679114799447,1.0,79.0,0.2,0.5,0.8,6,0.8333333333333334,3,-1.9000684462696782,1.391304347826087,2.2753623188405796,-11.768115942028984,-1.9927536231884053,-12.76086956521739,-0.11594202898550732,0.043478260869565216,-11.485507246376812,-13.036231884057969,-0.16666666666666666,0.9420289855072463,0.15217391304347827,36.913043478260875,224,-0.0117647058823529,84.5113001713853,0.5862068965517242,0.0117647058823529,0,0.12318840579710144,0.2117647058823529,2,-0.3057971014492753,5.0,-0.4,-0.02973490868878076,-0.015629093147531692,-1.0,-24.52173913043478,-0.2,-0.03125,-0.11250000000000004,17,-0.09420289855072472,-3
Alistair Overeem,Mark Hunt,1,UFC 209: Woodley vs. Thompson 2,2017-03-04,2017,36.79671457905544,8.5,6.975,7.675,8.9,11.875,3.175,0.0,23.55,11.175,0.45,0.675,0.4,43.775,175.0,0.14814814814814814,1690.382080884531,0.625,0.8518518518518519,76.0,0.25,0.5555555555555556,1,0.125,80.0,0.8,0.605009633911368,0.6308835672997523,0.0,34.725,0.2962962962962963,0.6585365853658537,0.7681159420289855,40,0.675,0,42.94866529774127,2.9166666666666665,3.2916666666666665,22.875,3.5416666666666665,25.0,1.7916666666666667,0.08333333333333333,29.708333333333332,26.416666666666668,0.16666666666666666,0.4166666666666667,1.125,-39.08333333333333,238.0,0.25,1567.256842166455,0.375,0.75,70.0,0.33333333333333326,0.75,1,-0.09999999999999998,72.0,0.4,0.44066749072929545,0.5200605601816806,0.0,56.125,0.0,0.5555555555555556,0.6746987951807228,24,0.5,0,-6.151950718685832,5.583333333333334,3.683333333333333,-15.2,5.358333333333334,-13.125,1.383333333333333,-0.08333333333333333,-6.158333333333331,-15.241666666666667,0.2833333333333333,0.25833333333333336,-0.725,82.85833333333332,-63,-0.10185185185185186,123.12523871807593,0.25,0.10185185185185186,6,-0.08333333333333326,-0.19444444444444442,0,0.22499999999999998,8.0,0.4,0.16434214318207252,0.11082300711807169,0.0,-21.4,0.2962962962962963,0.10298102981029811,0.09341714684826263,16,0.17500000000000004,0
Bethe Correia,Marion Reneau,0,UFC Fight Night: Belfort vs. Gastelum,2017-03-11,2017,33.719370294318956,10.0,11.0,46.833333333333336,0.16666666666666666,35.666666666666664,12.333333333333334,0.3333333333333333,58.0,43.666666666666664,0.0,0.16666666666666666,0.3333333333333333,90.33333333333333,182.0,0.75,1500.0,0.5454545454545454,0.25,65.0,-0.16666666666666666,0.25,0,-0.06666666666666665,64.0,0.6,0.46900269541778977,0.6294200848656295,0.0,101.66666666666666,0.0,0.125,0.8571428571428572,6,0.6666666666666666,1,39.723477070499655,9.0,8.6,33.0,2.0,27.2,7.4,0.0,43.6,34.2,0.6,0.4,0.8,-7.199999999999996,112.0,0.3333333333333333,1500.0,0.45454545454545453,0.6666666666666666,66.0,-0.2,0.3333333333333333,0,0.0,68.0,0.6,0.3707482993197279,0.6994727592267136,0.0,77.80000000000001,0.3333333333333333,1.0,0.6,5,0.6,1,-6.0041067761806985,1.0,2.4000000000000004,13.833333333333336,-1.8333333333333333,8.466666666666665,4.933333333333334,0.3333333333333333,14.399999999999999,9.466666666666661,-0.6,-0.23333333333333336,-0.46666666666666673,97.53333333333333,70,0.4166666666666667,0.0,0.09090909090909088,-0.41666666666666663,-1,0.033333333333333354,-0.08333333333333331,0,-0.06666666666666665,-4.0,0.0,0.09825439609806186,-0.07005267436108409,0.0,23.866666666666646,-0.3333333333333333,-0.875,0.25714285714285723,1,0.06666666666666665,0
