fighter_1,fighter_2,result,event,event_date,event_year,f1_age,f1_avg_body_landed,f1_avg_clinch_landed,f1_avg_ground_landed,f1_avg_leg_landed,f1_avg_opp_elo_of_losses,f1_avg_sig_str_landed,f1_avg_sig_str_received,f1_avg_sub_attempts,f1_avg_td_landed,f1_avg_td_received,f1_chin_damage_score,f1_ctrl_time_differential,f1_days_inactive,f1_dec_rate,f1_elo,f1_exp_ratio,f1_finish_rate,f1_kd_differential,f1_ko_rate,f1_lose_streak,f1_momentum,f1_recent_damage_trend,f1_recent_opp_elo,f1_recent_win_rate,f1_sig_str_accuracy,f1_sig_str_defense,f1_southpaw,f1_sub_rate,f1_td_accuracy,f1_td_defense,f1_total_fights,f1_win_rate,f1_win_streak,f2_age,f2_avg_body_landed,f2_avg_clinch_landed,f2_avg_ground_landed,f2_avg_leg_landed,f2_avg_opp_elo_of_losses,f2_avg_sig_str_landed,f2_avg_sig_str_received,f2_avg_sub_attempts,f2_avg_td_landed,f2_avg_td_received,f2_chin_damage_score,f2_ctrl_time_differential,f2_days_inactive,f2_dec_rate,f2_elo,f2_exp_ratio,f2_finish_rate,f2_kd_differential,f2_ko_rate,f2_lose_streak,f2_momentum,f2_recent_damage_trend,f2_recent_opp_elo,f2_recent_win_rate,f2_sig_str_accuracy,f2_sig_str_defense,f2_southpaw,f2_sub_rate,f2_td_accuracy,f2_td_defense,f2_total_fights,f2_win_rate,f2_win_streak,delta_age,delta_avg_body_landed,delta_avg_clinch_landed,delta_avg_ground_landed,delta_avg_leg_landed,delta_avg_opp_elo_of_losses,delta_avg_sig_str_landed,delta_avg_sig_str_received,delta_avg_sub_attempts,delta_avg_td_landed,delta_avg_td_received,delta_chin_damage_score,delta_ctrl_time_differential,delta_days_inactive,delta_dec_rate,delta_elo,delta_exp_ratio,delta_finish_rate,delta_kd_differential,delta_ko_rate,delta_lose_streak,delta_momentum,delta_recent_damage_trend,delta_recent_opp_elo,delta_recent_win_rate,delta_sig_str_accuracy,delta_sig_str_defense,delta_southpaw,delta_sub_rate,delta_td_accuracy,delta_td_defense,delta_total_fights,delta_win_rate,delta_win_streak
Victor Henry,Rani Yahya,1,UFC Fight Night: Nicolau vs. Perez,2024-04-27,2024,36.982888432580424,36.75,17.5,1.5,12.0,1548.9679695551924,103.75,74.75,0.5,0.0,1.75,0.0,-80.25,189.0,1.0,1522.389285280068,0.12903225806451613,0.0,0.0,0.0,1,0.0,-0.2642140468227425,1548.4413612800145,0.5,0.5474934036939314,0.47079646017699117,0.5,0.0,0.0,0.7878787878787878,4,0.5,0,39.62217659137577,3.074074074074074,1.037037037037037,3.074074074074074,4.333333333333333,1524.1019058673412,15.74074074074074,17.59259259259259,1.2592592592592593,1.8888888888888888,0.8148148148148148,0.9152414936330165,25.59259259259258,371.0,0.35294117647058826,1609.8007791331838,0.8709677419354839,0.6470588235294118,-0.18518518518518517,0.0,1,-0.22962962962962963,0.042105263157894646,1537.3281612227331,0.4,0.3794642857142857,0.5077720207253886,0.0,0.6470588235294118,0.32903225806451614,0.24137931034482762,27,0.6296296296296297,0,-2.6392881587953454,33.675925925925924,16.462962962962962,-1.574074074074074,7.666666666666667,24.866063687851238,88.00925925925927,57.157407407407405,-0.7592592592592593,-1.8888888888888888,0.9351851851851852,-0.9152414936330165,-105.84259259259258,-182,0.6470588235294117,-87.41149385311587,-0.7419354838709677,-0.6470588235294118,0.18518518518518517,0.0,0,0.22962962962962963,-0.30631930998063717,11.113200057281347,0.09999999999999998,0.1680291179796457,-0.03697556054839746,0.5,-0.6470588235294118,-0.32903225806451614,0.5464994775339602,-23,-0.12962962962962965,0
Alex Perez,Matheus Nicolau,1,UFC Fight Night: Nicolau vs. Perez,2024-04-27,2024,32.101300479123886,3.3636363636363638,4.090909090909091,5.0,6.636363636363637,1604.6767944257977,27.363636363636363,20.818181818181817,0.45454545454545453,1.0,0.45454545454545453,0.20382622340481585,93.27272727272725,56.0,0.2857142857142857,1566.5425251023528,0.55,0.7142857142857142,0.2727272727272727,0.2857142857142857,3,-0.23636363636363633,-0.0393013100436681,1571.3866278994383,0.4,0.46307692307692305,0.5932504440497336,0.0,0.42857142857142855,0.44,0.8275862068965517,11,0.6363636363636364,0,31.304585900068446,14.222222222222221,0.4444444444444444,5.111111111111111,5.444444444444445,1546.0801256777806,41.111111111111114,35.333333333333336,0.6666666666666666,1.1111111111111112,0.1111111111111111,1.1805267722499622,87.77777777777779,378.0,0.7142857142857143,1571.9650498827482,0.45,0.2857142857142857,0.5555555555555556,0.14285714285714285,1,0.022222222222222254,-0.3207547169811321,1524.212038347234,0.8,0.5370101596516691,0.6652631578947368,0.0,0.14285714285714285,0.45454545454545453,0.9333333333333333,9,0.7777777777777778,0,0.7967145790554397,-10.858585858585858,3.646464646464646,-0.11111111111111072,1.191919191919192,58.59666874801701,-13.747474747474751,-14.51515151515152,-0.2121212121212121,-0.11111111111111116,0.3434343434343434,-0.9767005488451463,5.494949494949466,-322,-0.4285714285714286,-5.422524780395406,0.10000000000000003,0.4285714285714285,-0.2828282828282829,0.14285714285714285,2,-0.2585858585858586,0.281453406937464,47.174589552204225,-0.4,-0.07393323657474604,-0.07201271384500318,0.0,0.2857142857142857,-0.014545454545454528,-0.10574712643678164,2,-0.14141414141414144,0
Ivana Petrovic,Liang Na,1,UFC Fight Night: Nicolau vs. Perez,2024-04-27,2024,29.87816563997262,5.0,4.0,2.0,2.0,1493.9757459357454,22.0,41.0,2.0,2.0,1.0,0.0,-94.0,301.0,0.0,1483.7226006471783,0.25,0.0,0.0,0.0,1,0.0,0.0,1493.9757459357454,0.0,0.3548387096774194,0.5287356321839081,1.0,0.0,0.3333333333333333,0.6666666666666667,1,0.0,0,27.750855578370977,3.0,3.0,0.6666666666666666,0.3333333333333333,1484.1958577857185,11.333333333333334,26.333333333333332,0.3333333333333333,2.0,0.0,3.3304178814382897,-63.999999999999986,245.0,0.0,1436.8967632546533,0.75,0.0,-0.3333333333333333,0.0,3,0.0,0.0,1484.1958577857185,0.0,0.4,0.27522935779816515,0.0,0.0,0.6,0.0,3,0.0,0,2.1273100616016443,2.0,1.0,1.3333333333333335,1.6666666666666667,9.779888150026864,10.666666666666666,14.666666666666668,1.6666666666666667,0.0,1.0,-3.3304178814382897,-30.000000000000014,56,0.0,46.825837392525045,-0.5,0.0,0.3333333333333333,0.0,-2,0.0,0.0,9.779888150026864,0.0,-0.04516129032258065,0.2535062743857429,1.0,0.0,-0.26666666666666666,0.6666666666666667,-2,0.0,0
Jose Aldo,Jonathan Martinez,1,UFC 301: Pantoja vs. Erceg,2024-05-04,2024,37.65092402464066,9.892857142857142,1.8928571428571428,5.071428571428571,7.5,1611.3502912142324,50.75,53.17857142857143,0.14285714285714285,0.4642857142857143,0.35714285714285715,0.6275287838392362,12.821428571428584,623.0,0.47619047619047616,1661.458965437244,0.6829268292682927,0.5238095238095238,0.2857142857142857,0.5238095238095238,1,-0.15000000000000002,0.761361092455787,1593.3269626956082,0.6,0.4630172694688824,0.607331223628692,0.0,0.0,0.5416666666666666,0.9180327868852459,28,0.75,0,30.039698836413415,14.0,4.538461538461538,7.153846153846154,13.153846153846153,1499.7218860935898,60.53846153846154,49.07692307692308,0.07692307692307693,0.38461538461538464,0.8461538461538461,0.39502371073208725,43.846153846153854,203.0,0.6,1620.4685041471237,0.3170731707317073,0.4,0.3846153846153846,0.4,0,0.23076923076923073,-0.19853709508881923,1563.071756392626,1.0,0.5035188739603327,0.5849056603773585,1.0,0.0,0.4166666666666667,0.6944444444444444,13,0.7692307692307693,6,7.611225188227245,-4.107142857142858,-2.6456043956043955,-2.082417582417583,-5.653846153846153,111.62840512064258,-9.78846153846154,4.10164835164835,0.06593406593406592,0.07967032967032966,-0.489010989010989,0.2325050731071489,-31.02472527472527,420,-0.12380952380952381,40.990461290120265,0.3658536585365854,0.12380952380952381,-0.09890109890109888,0.12380952380952381,1,-0.38076923076923075,0.9598981875446062,30.255206302982288,-0.4,-0.040501604491450294,0.02242556325133349,-1.0,0.0,0.12499999999999994,0.2235883424408015,15,-0.019230769230769273,-6
Jack Shore,Joanderson Brito,0,UFC 301: Pantoja vs. Erceg,2024-05-04,2024,29.240246406570844,6.428571428571429,4.571428571428571,7.857142857142857,8.0,1596.9427362790059,45.714285714285715,26.142857142857142,0.5714285714285714,2.7142857142857144,0.7142857142857143,0.187659258763383,111.28571428571428,413.0,0.5,1572.7012716767604,0.5384615384615384,0.5,0.14285714285714285,0.0,0,-0.05714285714285705,0.3642987249544627,1533.7813131523012,0.8,0.5860805860805861,0.5793103448275863,0.0,0.5,0.40425531914893614,0.7916666666666666,7,0.8571428571428571,1,29.22655715263518,3.6666666666666665,2.0,8.166666666666666,3.3333333333333335,1475.9417809722388,22.0,17.333333333333332,0.3333333333333333,1.5,0.5,0.0,70.33333333333333,168.0,0.2,1563.9765121470364,0.46153846153846156,0.8,0.16666666666666666,0.4,0,-0.033333333333333326,-0.6346153846153846,1521.3139587814399,0.8,0.515625,0.4773869346733668,0.0,0.4,0.75,0.5,6,0.8333333333333334,4,0.013689253935663004,2.7619047619047623,2.571428571428571,-0.3095238095238093,4.666666666666666,121.00095530676708,23.714285714285715,8.80952380952381,0.23809523809523808,1.2142857142857144,0.2142857142857143,0.187659258763383,40.95238095238095,245,0.3,8.724759529723997,0.07692307692307687,-0.30000000000000004,-0.023809523809523808,-0.4,0,-0.023809523809523725,0.9989141095698473,12.467354370861358,0.0,0.07045558608058611,0.10192341015421946,0.0,0.09999999999999998,-0.34574468085106386,0.29166666666666663,1,0.023809523809523725,-3
Kevin Borjas,Alessandro Costa,0,UFC 301: Pantoja vs. Erceg,2024-05-04,2024,26.409308692676248,9.5,1.5,1.0,6.5,1513.4256026654637,81.0,99.5,0.0,0.0,3.5,0.0,-226.0,175.0,1.0,1499.8814467911477,0.3333333333333333,0.0,0.0,0.0,1,0.0,0.0,1506.712801332732,0.5,0.4143222506393862,0.4974747474747475,0.0,0.0,0.0,0.5625,2,0.5,0,28.265571526351813,11.0,5.5,2.75,10.75,1531.220125331722,45.25,43.5,0.0,0.25,0.5,1.133644529870945,-163.5,175.0,0.5,1515.1357995818005,0.6666666666666666,0.5,0.0,0.5,1,0.0,-0.04214559386973182,1519.0619851564586,0.5,0.4641025641025641,0.5628140703517588,0.0,0.0,0.16666666666666666,0.9,4,0.5,0,-1.856262833675565,-1.5,-4.0,-1.75,-4.25,-17.794522666258445,35.75,56.0,0.0,-0.25,3.0,-1.133644529870945,-62.5,0,0.5,-15.254352790652774,-0.3333333333333333,-0.5,0.0,-0.5,0,0.0,0.04214559386973182,-12.349183823726662,0.0,-0.049780313463177905,-0.06533932287701127,0.0,0.0,-0.16666666666666666,-0.3375,-2,0.0,0
Joaquim Silva,Drakkar Klose,0,UFC 301: Pantoja vs. Erceg,2024-05-04,2024,35.24161533196441,9.9,4.8,2.7,4.0,1530.6032687003508,36.5,45.5,0.5,0.3,1.6,1.439746792095211,-117.4,154.0,0.5,1527.2970076242382,0.5,0.5,-0.09999999999999998,0.5,0,-0.19999999999999996,0.18681318681318682,1514.8419268630605,0.4,0.41336353340883353,0.5440881763527055,1.0,0.0,0.6,0.6444444444444444,10,0.6,1,36.153319644079396,15.0,17.4,5.2,9.8,1579.6786163128327,51.2,40.2,0.0,1.4,1.2,0.4588012161379601,35.39999999999999,154.0,0.75,1592.9247203447328,0.5,0.25,0.1,0.25,0,0.0,-0.560530679933665,1537.3676155744183,0.8,0.5517241379310345,0.528169014084507,0.0,0.0,0.30434782608695654,0.6842105263157895,10,0.8,3,-0.9117043121149848,-5.1,-12.599999999999998,-2.5,-5.800000000000001,-49.07534761248189,-14.700000000000003,5.299999999999997,0.5,-1.0999999999999999,0.40000000000000013,0.9809455759572508,-152.8,0,-0.25,-65.62771272049463,0.0,0.25,-0.19999999999999998,0.25,0,-0.19999999999999996,0.7473438667468518,-22.525688711357816,-0.4,-0.13836060452220095,0.01591916226819845,1.0,0.0,0.29565217391304344,-0.039766081871345116,0,-0.20000000000000007,-2
Iasmin Lucindo,Karolina Kowalkiewicz,1,UFC 301: Pantoja vs. Erceg,2024-05-04,2024,22.31895961670089,12.666666666666666,1.3333333333333333,0.3333333333333333,3.6666666666666665,1500.0,43.0,41.666666666666664,0.3333333333333333,2.0,0.3333333333333333,0.0,26.0,266.0,0.5,1516.7792714929813,0.15789473684210525,0.5,0.0,0.0,0,0.0,0.0,1500.311688214807,0.6666666666666666,0.3993808049535604,0.6778350515463918,0.0,0.5,0.6666666666666666,0.6666666666666667,3,0.6666666666666666,2,38.55167693360712,18.75,15.1875,2.5,8.6875,1545.1187207608543,77.125,72.375,0.1875,0.3125,0.9375,0.17660762285823026,-32.25,210.0,0.8888888888888888,1553.0598872324485,0.8421052631578947,0.1111111111111111,-0.0625,0.0,0,0.23750000000000004,0.12377662636729991,1505.3475539167243,0.8,0.434201266713582,0.5909572589191099,0.0,0.1111111111111111,0.2631578947368421,0.7413793103448276,16,0.5625,4,-16.23271731690623,-6.083333333333334,-13.854166666666666,-2.1666666666666665,-5.020833333333334,-45.11872076085433,-34.125,-30.708333333333336,0.14583333333333331,1.6875,-0.6041666666666667,-0.17660762285823026,58.25,56,-0.38888888888888884,-36.280615739467294,-0.6842105263157894,0.3888888888888889,0.0625,0.0,0,-0.23750000000000004,-0.12377662636729991,-5.035865701917373,-0.13333333333333341,-0.034820461760021626,0.0868777926272819,0.0,0.3888888888888889,0.40350877192982454,-0.07471264367816088,-13,0.10416666666666663,-2
Caio Borralho,Paul Craig,1,UFC 301: Pantoja vs. Erceg,2024-05-04,2024,31.29637234770705,8.857142857142858,4.857142857142857,6.857142857142857,4.428571428571429,1500.0,32.57142857142857,23.571428571428573,0.42857142857142855,1.7142857142857142,0.42857142857142855,0.0,174.2857142857143,182.0,0.7142857142857143,1602.7460265757636,0.2916666666666667,0.2857142857142857,0.2857142857142857,0.14285714285714285,0,0.0,0.1595959595959595,1526.627589314594,1.0,0.5861182519280206,0.6071428571428572,1.0,0.14285714285714285,0.631578947368421,0.5714285714285714,7,1.0,7,36.435318275154,5.588235294117647,3.176470588235294,4.705882352941177,3.235294117647059,1546.8306961295812,19.352941176470587,22.88235294117647,0.8823529411764706,0.9411764705882353,0.5882352941176471,0.6790233001030158,-135.0,168.0,0.0,1547.8519111652843,0.7083333333333334,1.0,-0.11764705882352942,0.3333333333333333,1,-0.12941176470588234,0.04884318766066831,1575.5189378230277,0.4,0.46338028169014084,0.4536516853932584,0.0,0.6666666666666666,0.22535211267605634,0.375,17,0.5294117647058824,0,-5.138945927446954,3.268907563025211,1.6806722689075628,2.15126050420168,1.19327731092437,-46.830696129581156,13.218487394957982,0.689075630252102,-0.453781512605042,0.7731092436974789,-0.15966386554621853,-0.6790233001030158,309.28571428571433,14,0.7142857142857143,54.894115410479344,-0.4166666666666667,-0.7142857142857143,0.40336134453781514,-0.19047619047619047,-1,0.12941176470588234,0.1107527719352912,-48.89134850843379,0.6,0.12273797023787975,0.1534911717495988,1.0,-0.5238095238095237,0.40622683469236465,0.1964285714285714,-10,0.47058823529411764,7
Steve Erceg,Alexandre Pantoja,0,UFC 301: Pantoja vs. Erceg,2024-05-04,2024,28.772073921971252,16.666666666666668,12.333333333333334,2.0,6.333333333333333,1500.0,54.0,43.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.0,97.33333333333334,63.0,0.6666666666666666,1549.6005707240345,0.17647058823529413,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.0,0.0,1528.2875517276195,1.0,0.4807121661721068,0.5536332179930796,0.0,0.0,0.3076923076923077,0.7777777777777778,3,1.0,3,34.050650239561946,10.928571428571429,5.5,4.714285714285714,7.714285714285714,1534.824837360473,52.57142857142857,47.5,0.7857142857142857,1.7857142857142858,1.6428571428571428,0.05359444683178009,121.42857142857143,140.0,0.45454545454545453,1620.2455666410729,0.8235294117647058,0.5454545454545454,0.21428571428571427,0.18181818181818182,0,0.2142857142857143,0.8807017543859648,1556.3650780829294,1.0,0.49429147078576224,0.5070422535211268,0.0,0.36363636363636365,0.4807692307692308,0.6714285714285715,14,0.7857142857142857,5,-5.278576317590694,5.738095238095239,6.833333333333334,-2.7142857142857144,-1.3809523809523814,-34.82483736047311,1.4285714285714306,-4.5,-0.11904761904761907,-0.45238095238095255,-0.9761904761904762,-0.05359444683178009,-24.095238095238088,-77,0.2121212121212121,-70.64499591703839,-0.6470588235294117,-0.2121212121212121,0.11904761904761904,0.1515151515151515,0,-0.2142857142857143,-0.8807017543859648,-28.07752635530983,0.0,-0.013579304613655419,0.04659096447195288,0.0,-0.36363636363636365,-0.17307692307692307,0.1063492063492063,-11,0.2142857142857143,-2
Ismael Bonfim,Vinc Pichel,1,UFC 301: Pantoja vs. Erceg,2024-05-04,2024,28.35044490075291,12.333333333333334,6.666666666666667,1.3333333333333333,2.6666666666666665,1516.7780103332038,44.333333333333336,24.0,0.0,0.6666666666666666,0.6666666666666666,0.0,-90.0,308.0,0.5,1499.5104307501322,0.23076923076923078,0.5,0.6666666666666666,0.5,1,0.0,0.0,1511.851667688653,0.6666666666666666,0.5757575757575758,0.7654723127035831,0.0,0.0,0.2857142857142857,0.8181818181818181,3,0.6666666666666666,0,41.445585215605746,10.3,9.9,8.3,12.3,1540.953232839566,42.7,30.0,0.2,2.4,2.3,0.1297774923259444,64.80000000000001,756.0,0.8571428571428571,1563.5790470347333,0.7692307692307693,0.14285714285714285,0.1,0.14285714285714285,1,-0.09999999999999998,0.21111111111111125,1550.7822011357698,0.6,0.47130242825607066,0.5804195804195804,0.0,0.0,0.5454545454545454,0.23333333333333328,10,0.7,0,-13.095140314852838,2.033333333333333,-3.2333333333333334,-6.966666666666668,-9.633333333333335,-24.17522250636216,1.6333333333333329,-6.0,-0.2,-1.7333333333333334,-1.6333333333333333,-0.1297774923259444,-154.8,-448,-0.3571428571428571,-64.06861628460115,-0.5384615384615385,0.35714285714285715,0.5666666666666667,0.35714285714285715,0,0.09999999999999998,-0.21111111111111125,-38.930533447116886,0.06666666666666665,0.10445514750150514,0.18505273228400265,0.0,0.0,-0.2597402597402597,0.5848484848484848,-7,-0.033333333333333326,0
Anthony Smith,Vitor Petrino,1,UFC 301: Pantoja vs. Erceg,2024-05-04,2024,35.77275838466804,5.92,2.64,1.64,5.92,1578.7554241634505,31.28,43.52,0.4,0.32,1.0,1.1999325097686386,-138.2,147.0,0.14285714285714285,1546.78566914011,0.8333333333333334,0.8571428571428572,0.040000000000000036,0.5,1,-0.16000000000000003,0.5624999999999998,1573.9076468088422,0.4,0.4884447220487195,0.4671890303623898,0.0,0.35714285714285715,0.26666666666666666,0.4897959183673469,25,0.56,0,26.68309377138946,5.6,0.6,8.4,2.4,1500.0,32.0,29.0,0.6,3.0,1.2,0.14075442253796464,206.8,63.0,0.4,1574.8433306043585,0.16666666666666666,0.6000000000000001,0.2,0.4,0,0.0,0.08045977011494254,1508.5125329960526,1.0,0.45977011494252873,0.4528301886792453,0.0,0.2,0.6818181818181818,0.7142857142857143,5,1.0,5,9.089664613278579,0.3200000000000003,2.04,-6.760000000000001,3.52,78.75542416345047,-0.7199999999999989,14.520000000000003,-0.19999999999999996,-2.68,-0.19999999999999996,1.059178087230674,-345.0,84,-0.2571428571428572,-28.05766146424844,0.6666666666666667,0.2571428571428571,-0.15999999999999998,0.09999999999999998,1,-0.16000000000000003,0.48204022988505724,65.39511381278953,-0.6,0.028674607106190797,0.014358841683144496,0.0,0.15714285714285714,-0.4151515151515151,-0.22448979591836737,20,-0.43999999999999995,-5
Elves Brener,Myktybek Orolbai,0,UFC 301: Pantoja vs. Erceg,2024-05-04,2024,26.600958247775495,13.333333333333334,3.0,2.0,10.666666666666666,1500.0,50.0,54.333333333333336,0.0,0.6666666666666666,0.3333333333333333,0.0,-34.33333333333333,182.0,0.3333333333333333,1549.0439348662346,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.0,0.0,1525.2187058734792,1.0,0.4658385093167702,0.5509641873278237,0.0,0.0,0.2,0.8571428571428572,3,1.0,3,26.22861054072553,0.0,1.0,4.0,2.0,1500.0,8.0,14.0,1.0,7.0,0.0,0.0,444.0,168.0,0.0,1518.2189305320262,0.25,1.0,0.0,0.0,0,0.0,0.0,1548.4959831891267,1.0,0.4,0.4814814814814815,0.0,1.0,0.7,0.0,1,1.0,1,0.3723477070499648,13.333333333333334,2.0,-2.0,8.666666666666666,0.0,42.0,40.333333333333336,-1.0,-6.333333333333333,0.3333333333333333,0.0,-478.3333333333333,14,0.3333333333333333,30.825004334208415,0.5,-0.33333333333333337,0.6666666666666666,0.6666666666666666,0,0.0,0.0,-23.277277315647552,0.0,0.06583850931677016,0.0694827058463422,0.0,-1.0,-0.49999999999999994,0.8571428571428572,2,0.0,2
Ernesta Kareckaite,Dione Barbosa,0,UFC 301: Pantoja vs. Erceg,2024-05-04,2024,25.831622176591377,39.0,36.0,0.0,9.0,1500.0,184.0,168.0,0.0,1.0,0.0,0.0,-154.0,221.0,1.0,1516.0,0.5,0.0,0.0,0.0,0,0.0,0.0,1500.0,1.0,0.454320987654321,0.4285714285714286,0.0,0.0,0.5,1.0,1,1.0,1,31.98904859685147,1.0,0.0,0.0,1.0,1500.0,4.0,3.0,3.0,1.0,1.0,0.0,19.0,242.0,0.0,1516.0,0.5,1.0,0.0,0.0,0,0.0,0.0,1500.0,1.0,0.5,0.6666666666666667,0.0,1.0,1.0,0.0,1,1.0,1,-6.157426420260094,38.0,36.0,0.0,8.0,0.0,180.0,165.0,-3.0,0.0,-1.0,0.0,-173.0,-21,1.0,0.0,0.0,-1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.045679012345679004,-0.23809523809523814,0.0,-1.0,-0.5,1.0,0,0.0,0
Michel Pereira,Ihor Potieria,1,UFC 301: Pantoja vs. Erceg,2024-05-04,2024,30.576317590691307,23.2,6.8,2.0,5.4,1539.4644620724853,54.9,39.6,0.5,1.1,0.1,0.0,-3.1999999999999957,56.0,0.5,1600.2468955075105,0.625,0.5,0.3,0.25,0,0.19999999999999996,-0.1077441077441077,1548.8051543392235,1.0,0.5414201183431953,0.5831578947368421,0.0,0.25,0.55,0.9444444444444444,10,0.8,7,27.9315537303217,3.8333333333333335,5.833333333333333,4.666666666666667,6.5,1526.3531935446833,37.0,35.666666666666664,0.0,0.0,0.5,1.6872473231750467,-22.166666666666657,84.0,0.3333333333333333,1506.3586024410229,0.375,0.6666666666666666,0.5,0.6666666666666666,0,-0.09999999999999998,0.16822429906542058,1534.8124411137505,0.4,0.5045454545454545,0.5158371040723981,1.0,0.0,0.0,0.5714285714285714,6,0.5,1,2.6447638603696078,19.366666666666667,0.9666666666666668,-2.666666666666667,-1.0999999999999996,13.11126852780194,17.9,3.933333333333337,0.5,1.1,-0.4,-1.6872473231750467,18.96666666666666,-28,0.16666666666666669,93.88829306648768,0.25,-0.16666666666666663,-0.2,-0.41666666666666663,0,0.29999999999999993,-0.2759684068095283,13.992713225472926,0.6,0.03687466379774074,0.06732079066444396,-1.0,0.25,0.55,0.373015873015873,4,0.30000000000000004,6
Jamie Mullarkey,Mauricio Ruffy,0,UFC 301: Pantoja vs. Erceg,2024-05-04,2024,29.713894592744694,9.8,4.2,2.5,12.5,1513.4989493998044,44.2,44.5,0.1,1.6,0.3,1.9025967211836419,90.4,147.0,0.6,1508.8833778416465,0.9090909090909091,0.4,-0.3,0.4,1,0.09999999999999998,-0.04868913857677892,1516.5452631976846,0.6,0.46971307120085015,0.5454545454545454,0.0,0.0,0.3404255319148936,0.7692307692307692,10,0.5,0,27.87953456536619,5.0,0.0,18.0,18.0,1500.0,70.0,60.0,0.0,0.0,0.0,0.0,48.0,214.0,0.0,1516.0,0.09090909090909091,1.0,0.0,1.0,0,0.0,0.0,1500.0,1.0,0.5833333333333334,0.5804195804195804,0.0,0.0,0.0,1.0,1,1.0,1,1.834360027378505,4.800000000000001,4.2,-15.5,-5.5,13.49894939980436,-25.799999999999997,-15.5,0.1,1.6,0.3,1.9025967211836419,42.400000000000006,-67,0.6,-7.116622158353493,0.8181818181818181,-0.6,-0.3,-0.6,1,0.09999999999999998,-0.04868913857677892,16.545263197684562,-0.4,-0.11362026213248322,-0.034965034965035,0.0,0.0,0.3404255319148936,-0.23076923076923084,9,-0.5,-1
Billy Ray Goff,Trey Waters,0,UFC Fight Night: Lewis vs. Nascimento,2024-05-11,2024,25.897330595482547,9.5,2.0,1.5,11.5,1500.0,38.0,16.0,0.0,1.0,0.0,0.45945945945945943,4.0,259.0,0.0,1530.496827320049,0.5,1.0,0.5,1.0,0,0.0,0.0,1476.0509079659234,1.0,0.4634146341463415,0.6444444444444444,0.5,0.0,0.4,1.0,2,1.0,2,29.218343600273784,3.5,0.5,0.5,2.5,1500.0,62.0,38.0,0.5,0.5,1.0,0.0,-21.5,378.0,1.0,1518.7776918330471,0.5,0.0,0.0,0.0,0,0.0,0.0,1507.7078377529813,0.5,0.4509090909090909,0.6122448979591837,0.0,0.0,0.5,0.7777777777777778,2,0.5,1,-3.3210130047912365,6.0,1.5,1.0,9.0,0.0,-24.0,-22.0,-0.5,0.5,-1.0,0.45945945945945943,25.5,-119,-1.0,11.71913548700195,0.0,1.0,0.5,1.0,0,0.0,0.0,-31.656929787057834,0.5,0.01250554323725056,0.03219954648526069,0.5,0.0,-0.09999999999999998,0.2222222222222222,0,0.5,1
Mateusz Rebecki,Diego Ferreira,0,UFC Fight Night: Lewis vs. Nascimento,2024-05-11,2024,31.603011635865844,9.75,1.0,7.25,7.5,1500.0,38.25,14.5,0.75,2.0,0.25,0.0,217.25,182.0,0.25,1561.640841375745,0.2222222222222222,0.75,0.5,0.25,0,0.0,0.26436781609195403,1510.6464763569375,1.0,0.5387323943661971,0.6375,1.0,0.5,0.7272727272727273,0.6666666666666667,4,1.0,4,39.31006160164271,8.857142857142858,3.142857142857143,6.5,3.5714285714285716,1567.027593505328,42.07142857142857,30.928571428571427,0.42857142857142855,0.42857142857142855,1.5714285714285714,0.9532455315106877,-40.71428571428572,357.0,0.3333333333333333,1567.2443193612246,0.7777777777777778,0.6666666666666666,0.07142857142857142,0.4444444444444444,0,-0.24285714285714288,0.09930715935334877,1566.9703111871725,0.4,0.3797549967762734,0.5604060913705584,0.0,0.2222222222222222,0.2222222222222222,0.6333333333333333,14,0.6428571428571429,1,-7.707049965776864,0.8928571428571423,-2.142857142857143,0.75,3.9285714285714284,-67.02759350532801,-3.8214285714285694,-16.428571428571427,0.32142857142857145,1.5714285714285714,-1.3214285714285714,-0.9532455315106877,257.9642857142857,-175,-0.08333333333333331,-5.603477985479685,-0.5555555555555556,0.08333333333333337,0.4285714285714286,-0.19444444444444442,0,0.24285714285714288,0.16506065673860526,-56.323834830235,0.6,0.15897739758992374,0.07709390862944154,1.0,0.2777777777777778,0.5050505050505051,0.03333333333333344,-10,0.3571428571428571,3
